ID,Tag,Reputation,Answers,Username,Views,Upvotes
452311,j,199.0,3.0,5021,9226.0,11.0
329470,c,1052.0,2.0,5998,7306.0,7.0
95934,i,141.0,5.0,89855,4815.0,24.0
450300,r,8536.0,1.0,120046,5974.0,55.0
265390,c,652.0,4.0,137168,11554.0,30.0
231050,r,43529.0,2.0,55509,151.0,13.0
171269,o,127.0,1.0,138803,1674.0,6.0
178227,p,2343.0,9.0,115921,16734.0,65.0
144927,p,1243.0,3.0,58447,199147.0,181.0
4022,i,4903.0,9.0,69258,65463.0,248.0
169094,h,307.0,1.0,44027,13884.0,15.0
12434,h,305.0,5.0,52084,8524.0,5.0
151856,c,2343.0,4.0,26795,3151.0,6.0
331510,i,372.0,2.0,108201,12134.0,14.0
432995,o,1937.0,7.0,123021,32693.0,95.0
259148,h,1562.0,4.0,82491,285713.0,277.0
350112,a,7429.0,3.0,98023,13228.0,208.0
402181,c,50.0,9.0,3097,11233.0,0.0
277869,c,68.0,1.0,18169,7665.0,8.0
436129,h,21894.0,2.0,43332,10366.0,323.0
198236,h,3053.0,3.0,1117,18937.0,58.0
282880,c,21344.0,28.0,104173,18912.0,395.0
152217,s,556.0,2.0,82170,1233.0,8.0
201263,j,355.0,1.0,80817,15395.0,10.0
268812,j,362.0,3.0,32335,18457.0,82.0
87153,r,8785.0,3.0,99499,46141.0,322.0
323850,s,5175.0,3.0,121183,39045.0,384.0
378026,i,1292.0,5.0,24195,40263.0,91.0
20816,j,403.0,3.0,62905,1624.0,8.0
257492,o,52788.0,1.0,58124,607.0,37.0
59741,h,218.0,3.0,4118,23778.0,5.0
405512,h,743.0,7.0,20959,61757.0,56.0
97111,s,1327.0,2.0,76698,5424.0,25.0
268995,c,24511.0,2.0,37685,4974.0,128.0
125799,i,4071.0,2.0,44715,2997.0,22.0
270227,i,146.0,1.0,7708,9114.0,14.0
78813,j,1125.0,4.0,22603,11458.0,14.0
328225,j,1131.0,2.0,58117,10965.0,76.0
17270,s,1263.0,1.0,150689,2836.0,4.0
98641,x,1043.0,3.0,127183,4056.0,13.0
331514,j,592.0,1.0,76162,18393.0,36.0
432411,j,3696.0,9.0,100374,31826.0,193.0
259026,s,8850.0,4.0,146822,6289.0,47.0
335491,r,770.0,1.0,72211,3430.0,11.0
215432,c,4063.0,3.0,4272,23354.0,138.0
370789,c,1151.0,2.0,79005,2032.0,8.0
357355,j,337.0,4.0,112570,12836.0,16.0
114143,c,123145.0,3.0,60830,369.0,38.0
301540,c,759.0,9.0,142020,99930.0,134.0
95522,i,56188.0,3.0,122559,7164.0,486.0
328290,p,4503.0,6.0,144822,113434.0,456.0
404852,s,33.0,3.0,62754,2355.0,3.0
57180,p,73380.0,5.0,142114,1056.0,80.0
80824,a,8524.0,2.0,79905,29783.0,230.0
123580,c,16961.0,6.0,83559,3079.0,34.0
146226,i,1795.0,3.0,14485,29610.0,102.0
309682,a,11930.0,7.0,26275,48015.0,679.0
132567,j,23481.0,6.0,59995,125923.0,2565.0
258419,p,5280.0,3.0,170626,93012.0,710.0
283858,x,195.0,2.0,143315,32472.0,11.0
5404,a,755.0,2.0,125977,2659.0,31.0
62463,a,2250.0,3.0,85579,37110.0,111.0
466485,p,2336.0,1.0,29792,2958.0,25.0
467114,j,358.0,2.0,130881,12103.0,23.0
125687,s,75.0,4.0,21297,4386.0,4.0
95107,a,170.0,2.0,174750,12355.0,16.0
202621,o,309.0,2.0,85066,819.0,3.0
179084,i,111.0,2.0,125565,6545.0,4.0
77,j,5527.0,1.0,137241,409.0,5.0
210320,s,533.0,4.0,83149,89788.0,42.0
30095,c,96.0,1.0,156821,910.0,0.0
364258,j,317.0,2.0,83849,9754.0,26.0
279404,c,4545.0,3.0,86383,6130.0,39.0
312706,j,705.0,10.0,121220,57181.0,41.0
225408,a,2404.0,9.0,71085,274717.0,505.0
67351,s,1367.0,1.0,140065,826.0,2.0
284313,j,447.0,6.0,116661,200366.0,103.0
435847,s,592.0,5.0,133005,21948.0,17.0
103317,h,1254.0,1.0,38759,1893.0,6.0
352534,j,1419.0,1.0,8539,10980.0,37.0
102540,p,100.0,2.0,26782,25980.0,18.0
209675,c,1077.0,2.0,46885,3787.0,15.0
214347,x,1306.0,4.0,73285,10891.0,23.0
76813,h,324.0,8.0,419,38138.0,22.0
294431,j,173.0,4.0,143757,8360.0,1.0
317120,a,8490.0,4.0,84254,63545.0,611.0
375212,h,381.0,2.0,42006,1670.0,9.0
221694,i,19469.0,1.0,51943,772.0,35.0
188830,p,190.0,1.0,161512,791.0,0.0
222658,c,10727.0,9.0,45474,50563.0,435.0
32393,h,104.0,5.0,41267,54580.0,6.0
106355,h,2040.0,8.0,109041,173706.0,343.0
263346,p,3283.0,1.0,14828,758.0,6.0
304782,j,20414.0,4.0,94792,17440.0,250.0
430860,j,6326.0,7.0,67789,11240.0,148.0
423381,j,5802.0,2.0,124515,4810.0,40.0
338841,c,1946.0,2.0,51905,984.0,5.0
253724,a,185.0,1.0,87101,3672.0,21.0
154897,p,824.0,3.0,175604,34758.0,66.0
404911,p,3009.0,3.0,113571,10709.0,56.0
354934,j,68.0,3.0,18657,9410.0,3.0
296709,r,330.0,1.0,13332,95.0,6.0
300477,c,131.0,3.0,43753,829.0,0.0
262934,s,315.0,4.0,149912,87.0,5.0
21024,i,13799.0,11.0,2435,52676.0,999.0
54340,c,28872.0,1.0,110968,3553.0,69.0
302264,c,11383.0,4.0,80238,4421.0,114.0
240664,j,21.0,2.0,35551,1229.0,6.0
281965,s,218.0,1.0,26431,25578.0,4.0
225952,p,91853.0,2.0,18680,54445.0,4469.0
184875,i,26205.0,14.0,14447,35813.0,1415.0
81699,p,280.0,2.0,77990,1859.0,4.0
250251,j,1723.0,2.0,150089,22650.0,92.0
185034,c,1474.0,2.0,139298,17890.0,37.0
49759,p,16.0,1.0,129165,9254.0,5.0
104440,j,71.0,6.0,86410,54916.0,15.0
426382,s,11055.0,3.0,34950,6372.0,109.0
266809,j,557.0,3.0,50804,6188.0,14.0
46428,c,32149.0,12.0,116043,24910.0,599.0
160534,j,1111.0,1.0,136948,4117.0,14.0
276971,j,2649.0,4.0,26832,41108.0,90.0
30911,x,5998.0,3.0,56376,2816.0,7.0
224039,s,1441.0,3.0,52896,34583.0,47.0
210137,j,8999.0,5.0,59415,48918.0,427.0
334141,j,733.0,4.0,120040,7442.0,4.0
128260,j,138774.0,4.0,46205,29468.0,3884.0
375843,i,1435.0,6.0,24840,33481.0,98.0
201723,j,12242.0,2.0,6529,52261.0,500.0
324008,o,1666.0,1.0,62887,733.0,10.0
19431,s,1923.0,2.0,52582,7471.0,13.0
196203,j,4890.0,17.0,122075,119760.0,592.0
4310,s,410.0,2.0,144123,8019.0,8.0
439982,j,1539.0,4.0,76419,27532.0,40.0
244522,p,2014.0,1.0,106191,9736.0,33.0
283606,c,242422.0,2.0,66371,889.0,232.0
23908,c,3407.0,2.0,134029,464.0,4.0
98367,a,1814.0,2.0,131735,44375.0,78.0
429534,i,3408.0,1.0,150984,537.0,13.0
82591,c,6251.0,1.0,79093,21484.0,171.0
359779,i,14824.0,6.0,129986,10970.0,196.0
218028,j,26.0,1.0,26603,2585.0,3.0
466392,c,646.0,3.0,61298,3107.0,31.0
469617,j,425.0,3.0,117959,22746.0,13.0
118448,j,4939.0,1.0,7296,20009.0,139.0
454818,x,2418.0,3.0,40734,11154.0,27.0
23717,c,3096.0,12.0,53732,35792.0,175.0
467518,p,4030.0,7.0,46521,91499.0,516.0
59477,i,2022.0,6.0,56457,9989.0,40.0
285772,p,3152.0,2.0,102415,5803.0,13.0
76527,p,5786.0,8.0,121029,3224.0,20.0
307307,s,167.0,4.0,132322,128253.0,28.0
174,c,1310.0,5.0,124503,83577.0,132.0
389590,c,11382.0,18.0,88445,126949.0,1100.0
13544,a,187.0,1.0,116689,10154.0,7.0
447583,j,1322.0,4.0,84201,27509.0,49.0
140139,j,11.0,0.0,115950,4173.0,7.0
214030,p,35.0,2.0,20085,2833.0,60.0
379658,j,3991.0,2.0,79546,518.0,1.0
159367,p,1112.0,4.0,113790,2717.0,6.0
366368,i,96.0,3.0,121143,1123.0,5.0
164071,j,1261.0,1.0,113071,2879.0,123.0
30486,i,136.0,3.0,102157,1660.0,4.0
333168,a,11276.0,2.0,138525,6529.0,107.0
2296,a,3849.0,5.0,66306,993.0,6.0
381147,o,689.0,3.0,41324,1403.0,4.0
198009,c,1856.0,3.0,147863,22690.0,104.0
404239,h,1234.0,8.0,100506,110719.0,87.0
402401,r,13098.0,5.0,59376,6178.0,115.0
27633,c,374.0,1.0,22615,170.0,1.0
222555,s,1345.0,5.0,118993,88464.0,154.0
458297,h,1355.0,6.0,62142,32201.0,270.0
266586,c,2101.0,1.0,149104,20188.0,64.0
52985,x,407.0,2.0,47261,915.0,11.0
236314,c,7816.0,4.0,62152,40694.0,381.0
413861,i,5446.0,11.0,124177,63708.0,288.0
387487,h,56.0,2.0,53186,1212.0,2.0
55399,j,1616.0,5.0,72488,13025.0,30.0
256771,h,1645.0,8.0,2002,23330.0,35.0
45757,h,669.0,0.0,107688,239.0,7.0
208232,a,443.0,3.0,139583,24714.0,19.0
253282,p,634.0,3.0,12491,3867.0,16.0
260668,p,122.0,4.0,11088,10010.0,9.0
58374,x,458.0,3.0,132952,9543.0,8.0
40630,o,8398.0,1.0,144079,7128.0,76.0
213458,i,1056.0,1.0,104801,8925.0,19.0
67475,p,609.0,3.0,51606,36344.0,66.0
181466,j,2790.0,5.0,84814,1575.0,14.0
395188,s,361.0,1.0,174964,318.0,1.0
341257,c,22031.0,5.0,12440,17748.0,261.0
98217,i,5921.0,3.0,1725,891.0,3.0
108146,a,677.0,5.0,137377,19416.0,31.0
398587,h,113.0,5.0,62748,17698.0,17.0
449838,h,46.0,1.0,77519,903.0,4.0
174962,a,782.0,4.0,148216,4042.0,53.0
242838,j,84.0,1.0,70193,811.0,13.0
441555,s,1684.0,6.0,90711,7992.0,9.0
396198,i,1453.0,9.0,98405,34019.0,62.0
212882,o,90911.0,3.0,6697,16541.0,2434.0
271417,i,4309.0,7.0,102031,18078.0,57.0
449530,c,8004.0,3.0,6407,696.0,6.0
303888,p,1353.0,2.0,141075,8688.0,20.0
377624,c,659.0,6.0,147391,85905.0,140.0
185821,a,2795.0,2.0,150940,11190.0,31.0
416927,x,18.0,2.0,171311,844.0,0.0
173680,c,1.0,1.0,38837,429.0,2.0
362831,c,33923.0,5.0,108837,19570.0,767.0
352767,i,1314.0,2.0,41695,5765.0,81.0
181484,c,814.0,4.0,81418,2236.0,5.0
310383,h,5622.0,6.0,89474,111192.0,2782.0
93424,h,20104.0,5.0,95816,1368.0,33.0
21958,s,106.0,9.0,137934,5947.0,0.0
101304,c,69.0,2.0,58620,214.0,1.0
198633,i,4728.0,2.0,121359,903.0,3.0
185603,p,5.0,0.0,74406,16.0,0.0
102479,j,56.0,1.0,19178,8850.0,10.0
95142,h,18970.0,5.0,68428,27087.0,329.0
71285,h,128.0,3.0,91535,11807.0,27.0
421687,i,257.0,4.0,59759,4187.0,9.0
433962,c,19960.0,9.0,61335,49979.0,648.0
463007,p,1553.0,1.0,29242,57781.0,85.0
102138,r,2748.0,2.0,20106,5037.0,35.0
31032,s,336.0,2.0,89589,18178.0,15.0
147794,i,163.0,9.0,66110,17820.0,12.0
433284,c,6384.0,1.0,94691,7002.0,68.0
184964,c,1649.0,2.0,27676,7624.0,34.0
330607,a,132.0,2.0,55439,3830.0,36.0
129755,c,25862.0,4.0,5414,20084.0,690.0
378843,c,0.0,1.0,164216,14830.0,14.0
96604,i,7592.0,7.0,65777,284239.0,1630.0
461306,h,4254.0,3.0,101801,21583.0,105.0
251191,i,18575.0,2.0,110225,6470.0,75.0
173356,c,2325.0,2.0,92905,24125.0,60.0
92580,c,2001.0,13.0,51867,3921.0,45.0
214422,a,21544.0,2.0,32251,16025.0,205.0
21370,i,80.0,3.0,51422,9613.0,2.0
333313,i,2885.0,4.0,168147,30289.0,84.0
68947,a,1.0,3.0,121096,2193.0,19.0
99974,c,4581.0,4.0,6697,10921.0,120.0
109807,c,91475.0,3.0,21849,36867.0,4671.0
116852,c,59.0,2.0,133083,26981.0,12.0
468687,p,237075.0,8.0,93657,22436.0,8816.0
38608,j,693.0,4.0,58599,94396.0,524.0
224426,x,75465.0,3.0,108728,831.0,34.0
199216,h,3282.0,1.0,31792,146.0,1.0
177069,o,1979.0,2.0,3753,3014.0,7.0
70142,i,1486.0,3.0,22010,15902.0,205.0
12307,o,388.0,4.0,141042,5693.0,7.0
148491,a,361.0,2.0,111127,10248.0,22.0
324598,j,901.0,2.0,76155,2777.0,5.0
402121,p,51.0,1.0,149646,2725.0,9.0
423004,a,58640.0,3.0,52760,993.0,72.0
383075,x,6251.0,3.0,175293,10220.0,40.0
71632,a,12050.0,2.0,67158,4492.0,56.0
354208,i,34049.0,28.0,64062,206075.0,4043.0
451157,i,1221.0,2.0,143986,21439.0,33.0
418386,c,527.0,3.0,64969,29640.0,34.0
164512,p,1757.0,4.0,74057,57335.0,133.0
278690,j,27.0,1.0,87747,3703.0,2.0
165995,j,255.0,3.0,162532,8812.0,2.0
333683,c,2637.0,1.0,72107,10166.0,92.0
197949,r,37639.0,2.0,137224,2455.0,104.0
96071,i,234.0,3.0,57418,12965.0,9.0
254766,a,147.0,2.0,147588,16831.0,42.0
164483,a,4601.0,3.0,67129,17582.0,144.0
316546,c,669.0,2.0,48485,151.0,0.0
266789,a,179.0,2.0,169759,5207.0,16.0
191082,s,1947.0,1.0,130451,976.0,4.0
161589,x,91.0,3.0,175037,17451.0,0.0
12747,j,10769.0,6.0,96751,8219.0,175.0
155388,a,2980.0,1.0,24138,8715.0,31.0
124977,j,167.0,1.0,88986,196.0,7.0
84778,a,2911.0,11.0,30873,28130.0,62.0
300484,x,33.0,4.0,71107,6372.0,1.0
431164,j,14585.0,7.0,54160,105918.0,2064.0
42356,j,36.0,2.0,21724,4607.0,3.0
174510,o,15713.0,2.0,142835,6803.0,114.0
6932,s,4190.0,11.0,93350,20475.0,113.0
30613,i,386.0,1.0,32824,2938.0,5.0
422318,c,6951.0,6.0,2738,13428.0,45.0
218020,p,300.0,6.0,42183,239867.0,75.0
41015,p,1492.0,2.0,117318,16414.0,30.0
165099,c,91791.0,12.0,128466,5842.0,333.0
139992,c,257.0,4.0,68405,8649.0,22.0
458806,i,258.0,4.0,24972,8167.0,110.0
159435,o,1942.0,4.0,169589,48912.0,91.0
392061,c,7653.0,1.0,124944,1473.0,33.0
339278,x,134.0,2.0,16141,2117.0,82.0
400435,c,1716.0,3.0,32923,20803.0,39.0
150073,s,3483.0,4.0,143250,23137.0,84.0
381919,a,1183.0,3.0,117563,23581.0,30.0
244299,j,2840.0,5.0,34764,14368.0,112.0
277353,j,68.0,2.0,12940,1236.0,5.0
269707,a,117.0,6.0,167386,945.0,0.0
352173,i,328.0,2.0,74728,3833.0,4.0
285267,h,2443.0,3.0,90694,9149.0,21.0
407995,j,261.0,1.0,49987,1310.0,22.0
312363,p,58.0,4.0,98172,42224.0,38.0
341322,p,5136.0,5.0,87132,7982.0,76.0
306326,o,55.0,1.0,166413,4282.0,11.0
402493,s,103429.0,4.0,5256,3081.0,386.0
40091,c,3.0,1.0,47047,178.0,0.0
96795,s,2693.0,4.0,123293,4807.0,11.0
425776,j,20956.0,1.0,15825,2984.0,44.0
389711,h,141.0,7.0,49006,5187.0,5.0
82081,r,60.0,1.0,147355,683.0,7.0
427073,i,637.0,1.0,75175,10417.0,6.0
48027,p,6046.0,3.0,25906,992.0,73.0
6672,a,87042.0,2.0,58137,15250.0,952.0
294012,p,1872.0,2.0,34195,246765.0,1024.0
73400,h,117177.0,3.0,5600,1950.0,233.0
114461,p,403.0,4.0,174945,102217.0,97.0
467474,o,726.0,2.0,98069,9265.0,12.0
196149,j,14250.0,4.0,76295,36348.0,529.0
113160,s,4122.0,3.0,100801,565.0,4.0
129030,o,855.0,3.0,67661,1227.0,6.0
204394,p,2894.0,2.0,44089,3507.0,13.0
381616,o,68.0,2.0,27427,8296.0,4.0
302157,j,1186.0,3.0,148894,10379.0,94.0
115477,i,63.0,4.0,133460,1663.0,6.0
153327,a,12409.0,4.0,140918,4359.0,36.0
458257,c,325.0,3.0,30443,3043.0,0.0
357428,c,73.0,2.0,43426,5900.0,9.0
197303,j,23049.0,13.0,172292,77106.0,1604.0
325579,p,4992.0,6.0,140105,34555.0,163.0
263310,c,57935.0,7.0,139633,231278.0,9246.0
125354,s,2348.0,4.0,17935,154777.0,407.0
391140,o,2042.0,4.0,51406,8058.0,25.0
148894,c,29851.0,3.0,168396,6077.0,103.0
179302,o,131.0,3.0,162029,7062.0,33.0
68415,j,6.0,2.0,48092,1917.0,3.0
87579,j,600.0,1.0,42692,40605.0,27.0
285121,r,380.0,1.0,158811,1307.0,0.0
408850,c,32.0,4.0,101147,8247.0,5.0
284871,s,84.0,2.0,316,8203.0,8.0
52787,j,4915.0,1.0,70957,17486.0,86.0
469901,j,141.0,3.0,8718,74632.0,122.0
218719,c,173.0,5.0,34631,19030.0,23.0
179120,p,1573.0,3.0,147635,1623.0,3.0
276029,s,342.0,1.0,70328,5820.0,9.0
360969,a,315.0,3.0,152269,457.0,10.0
424349,a,950.0,5.0,74732,47543.0,78.0
238662,c,11769.0,4.0,55221,119069.0,2256.0
441006,s,30.0,2.0,11060,5145.0,1.0
34119,j,0.0,4.0,154237,392920.0,100.0
317258,c,3045.0,5.0,3982,33219.0,1021.0
193091,s,0.0,3.0,92727,2236.0,2.0
359310,j,276.0,7.0,62870,13836.0,23.0
284911,c,4278.0,4.0,103960,91042.0,447.0
148668,c,1367.0,3.0,9664,6700.0,20.0
409016,c,97.0,3.0,53772,3255.0,13.0
128089,r,68.0,4.0,65455,8495.0,8.0
371529,p,76.0,3.0,68299,4664.0,29.0
345243,s,1195.0,3.0,34606,5034.0,12.0
288696,j,346.0,1.0,39408,12208.0,15.0
193881,c,2913.0,17.0,14021,103018.0,410.0
64898,i,2150.0,2.0,12609,1699.0,3.0
68661,a,1842.0,11.0,35036,59952.0,141.0
69690,p,6587.0,1.0,16868,228.0,29.0
87208,o,864.0,5.0,5045,40444.0,69.0
432214,h,55510.0,2.0,45047,3579.0,184.0
161880,p,17368.0,4.0,17342,24198.0,545.0
72969,c,1002.0,2.0,125615,789.0,2.0
169719,s,2501.0,3.0,28409,7172.0,30.0
13802,a,729.0,5.0,3484,17903.0,48.0
446817,j,0.0,3.0,170360,34649.0,4.0
430892,j,1790.0,2.0,92321,2529.0,55.0
79543,a,33.0,4.0,155802,4246.0,64.0
278010,a,133.0,1.0,151843,5061.0,6.0
271726,j,15339.0,17.0,44974,311848.0,7521.0
336087,c,53768.0,2.0,34682,8349.0,520.0
270191,i,1717.0,3.0,5045,44056.0,107.0
261302,i,4787.0,3.0,145927,23690.0,142.0
397891,s,194.0,2.0,144718,6387.0,3.0
50687,c,5439.0,3.0,39069,205.0,9.0
373150,j,56.0,4.0,162951,3952.0,2.0
261112,i,24926.0,12.0,54613,192134.0,2749.0
252174,a,1647.0,3.0,62617,49657.0,91.0
464991,a,3571.0,16.0,130207,58396.0,450.0
223708,j,37.0,1.0,164208,12949.0,11.0
332698,c,3104.0,1.0,73177,284.0,4.0
384579,p,27332.0,4.0,103871,1331.0,26.0
403505,a,445.0,7.0,84045,57515.0,129.0
6890,j,88.0,1.0,62305,2419.0,0.0
302680,s,29611.0,1.0,23842,113.0,6.0
408467,c,10218.0,1.0,53964,2280.0,20.0
369763,a,1357.0,3.0,71080,16604.0,32.0
167388,j,11143.0,4.0,9319,5913.0,39.0
112389,j,328.0,6.0,57654,1170.0,5.0
79353,c,2622.0,19.0,153460,135247.0,750.0
299652,r,1693.0,2.0,157290,23049.0,18.0
402046,j,0.0,3.0,10259,19796.0,5.0
197003,o,10283.0,3.0,16016,4552.0,33.0
161824,p,51.0,2.0,67800,477.0,2.0
85321,p,635.0,1.0,112668,44532.0,50.0
145592,r,1209.0,3.0,126174,15824.0,14.0
230477,p,30.0,4.0,26009,4862.0,30.0
1884,h,4328.0,2.0,94399,1371.0,10.0
402873,s,121808.0,4.0,75593,44423.0,3618.0
240679,j,2747.0,14.0,116733,97894.0,943.0
325268,j,6826.0,1.0,128237,7081.0,64.0
346593,c,16408.0,2.0,126797,10776.0,246.0
205818,a,2133.0,3.0,111098,1189.0,10.0
180232,x,615.0,1.0,132143,1940.0,7.0
157925,p,351.0,4.0,100539,2219.0,6.0
404980,i,705.0,10.0,37856,75842.0,109.0
282841,p,1190.0,3.0,20790,1392.0,3.0
254071,i,3234.0,4.0,33182,14639.0,29.0
277823,p,228.0,2.0,37212,2179.0,12.0
310538,j,631.0,7.0,47304,6254.0,27.0
340665,s,326.0,5.0,19052,7342.0,4.0
349536,o,5029.0,2.0,121650,2774.0,23.0
354289,i,6699.0,5.0,77901,12244.0,63.0
20720,h,5361.0,1.0,103522,1746.0,11.0
222488,j,794.0,4.0,69333,4807.0,75.0
280190,s,4276.0,1.0,64079,5853.0,54.0
80510,c,568.0,1.0,118962,2333.0,5.0
175532,a,674.0,8.0,100134,50467.0,95.0
96010,i,1156.0,3.0,9167,53942.0,36.0
14959,j,5660.0,2.0,29039,23627.0,165.0
468424,p,882.0,1.0,16082,1655.0,1.0
303754,i,537.0,1.0,65482,1406.0,2.0
330123,p,11859.0,2.0,6697,755.0,11.0
286248,p,34292.0,2.0,91630,7893.0,301.0
210056,o,3672.0,3.0,172932,3728.0,14.0
444536,i,170.0,1.0,33198,1474.0,1.0
152932,a,19168.0,17.0,18684,69392.0,1311.0
425100,j,3901.0,5.0,58150,30361.0,193.0
129814,p,15.0,1.0,48610,1017.0,5.0
467229,x,3246.0,6.0,60540,10102.0,21.0
5693,s,4105.0,4.0,129122,31648.0,203.0
99956,c,78.0,3.0,50156,1730.0,5.0
271680,j,10952.0,14.0,99646,243161.0,3203.0
443589,p,34601.0,2.0,39163,1599.0,41.0
358990,c,69.0,1.0,130981,249.0,2.0
330628,j,26305.0,2.0,8082,16492.0,744.0
414534,a,886.0,5.0,19789,13211.0,25.0
57705,x,5274.0,2.0,70727,15458.0,42.0
339445,c,2536.0,5.0,154715,107368.0,240.0
248982,p,327.0,3.0,59826,7323.0,2.0
422595,c,1098.0,4.0,13401,4563.0,10.0
359775,c,30.0,1.0,161928,14731.0,6.0
74760,j,18917.0,7.0,128103,35760.0,880.0
348726,p,819.0,2.0,78406,2653.0,15.0
16367,c,28095.0,6.0,100605,105036.0,4082.0
231313,j,38.0,1.0,1826,2195.0,29.0
120751,c,829.0,6.0,57045,5998.0,16.0
278333,a,116.0,3.0,163244,260.0,2.0
296070,a,1420.0,2.0,76948,3132.0,8.0
410612,p,2854.0,4.0,119404,1739.0,11.0
426488,a,114.0,2.0,114494,9346.0,22.0
52431,o,22397.0,2.0,136275,3282.0,49.0
357376,i,11077.0,3.0,47649,1608.0,11.0
31359,c,6378.0,3.0,30366,50542.0,187.0
141583,a,1551.0,4.0,132652,9890.0,28.0
416354,j,3293.0,1.0,74846,402.0,12.0
213168,o,17904.0,2.0,150637,22557.0,486.0
466319,i,4208.0,3.0,131330,1749.0,12.0
280594,s,8408.0,5.0,36357,37644.0,384.0
233752,c,189302.0,11.0,58866,44241.0,8246.0
140660,p,12370.0,2.0,120618,98025.0,2166.0
127517,c,31100.0,4.0,97537,70183.0,1248.0
460898,c,21343.0,3.0,22929,36061.0,867.0
362680,c,16005.0,7.0,80714,7609.0,107.0
297111,i,843.0,1.0,81393,5738.0,6.0
117403,c,58.0,6.0,22345,1995.0,5.0
184804,s,26559.0,6.0,28553,23070.0,866.0
97928,c,4897.0,24.0,54479,211193.0,1244.0
400014,o,7598.0,4.0,113455,3782.0,23.0
120929,s,248.0,3.0,135266,10659.0,5.0
269993,i,215.0,2.0,61359,3661.0,1.0
221745,c,740.0,2.0,66425,36296.0,29.0
120604,o,6256.0,1.0,93567,466.0,2.0
118237,j,101800.0,1.0,42662,6108.0,677.0
309977,p,18209.0,5.0,130137,54494.0,800.0
310272,h,41.0,3.0,71047,2487.0,22.0
221380,o,10028.0,3.0,150475,7941.0,138.0
30625,j,186.0,2.0,52821,11193.0,3.0
304206,h,89433.0,4.0,13600,71800.0,6379.0
362463,j,3020.0,4.0,153234,74699.0,199.0
248386,s,34904.0,2.0,66609,1628.0,46.0
267011,c,8583.0,1.0,83660,5805.0,60.0
191992,h,175.0,2.0,42686,2930.0,3.0
20083,p,54540.0,3.0,126916,14531.0,756.0
321227,j,718.0,10.0,22848,36023.0,38.0
132093,i,400.0,9.0,46359,44544.0,37.0
9806,i,1456.0,1.0,90519,3062.0,22.0
28925,a,1139.0,4.0,21001,3900.0,6.0
405032,o,3842.0,2.0,45558,2101.0,17.0
373923,i,4798.0,2.0,41983,6604.0,48.0
304867,c,121.0,3.0,154265,10294.0,125.0
177492,p,2858.0,3.0,54279,12193.0,48.0
403020,j,1819.0,6.0,74899,34090.0,150.0
189004,j,44789.0,12.0,67210,96571.0,5874.0
261689,o,17721.0,6.0,43097,48171.0,678.0
74497,a,5545.0,2.0,150857,850.0,6.0
269683,j,1422.0,5.0,168041,15364.0,46.0
212847,j,10496.0,1.0,25518,14231.0,249.0
257336,j,85.0,4.0,28975,8428.0,6.0
142711,c,825.0,2.0,81246,30657.0,84.0
367608,a,19.0,1.0,64979,8379.0,11.0
459741,a,87.0,2.0,65595,21585.0,59.0
463346,j,1624.0,4.0,170693,55436.0,134.0
372540,c,392.0,12.0,23032,170027.0,111.0
242494,c,38658.0,7.0,28299,2060.0,89.0
341552,a,3340.0,2.0,3342,6936.0,56.0
319909,j,46.0,3.0,136501,30354.0,4.0
74438,r,43.0,1.0,41953,175.0,0.0
343349,j,1303.0,2.0,127843,2165.0,4.0
70100,i,781.0,2.0,134470,1146.0,6.0
181821,a,1000.0,10.0,14339,153219.0,165.0
217514,p,17773.0,2.0,102774,3442.0,33.0
458169,a,460.0,2.0,68074,114318.0,298.0
23173,s,5368.0,1.0,171339,1070.0,11.0
346114,i,8732.0,3.0,94621,3139.0,54.0
415134,x,3094.0,1.0,121965,16857.0,59.0
66479,a,384.0,1.0,87798,6989.0,40.0
221584,p,168.0,9.0,172558,242888.0,48.0
391735,c,138.0,7.0,127530,14069.0,33.0
165168,c,6774.0,10.0,24819,1034.0,14.0
44069,p,187.0,8.0,31469,7294.0,14.0
419738,j,0.0,1.0,66820,69713.0,44.0
98718,h,2630.0,3.0,31093,9851.0,23.0
334659,h,18586.0,6.0,2023,33302.0,882.0
32919,j,112556.0,4.0,38842,21410.0,1873.0
369628,c,322.0,1.0,9723,7117.0,2.0
360445,i,45.0,3.0,21904,4946.0,1.0
297502,c,299.0,4.0,27341,4809.0,3.0
182469,c,552.0,2.0,35602,388.0,2.0
327169,s,18129.0,1.0,50377,11073.0,148.0
246053,c,34364.0,2.0,17261,628.0,22.0
119395,c,2783.0,4.0,118295,8903.0,27.0
853,j,6117.0,2.0,17058,21119.0,92.0
215128,a,263.0,2.0,105162,10065.0,97.0
434396,j,85421.0,4.0,143260,88934.0,6297.0
318719,c,4556.0,6.0,52838,38337.0,252.0
272896,i,1156.0,7.0,47791,56974.0,95.0
91735,h,445.0,1.0,94185,6987.0,6.0
197702,j,31.0,3.0,5045,3286.0,9.0
93018,o,8338.0,1.0,41463,1725.0,20.0
463629,j,406.0,2.0,49079,7327.0,22.0
457332,s,652.0,1.0,125046,1449.0,8.0
141005,p,4251.0,3.0,18922,10208.0,42.0
363043,r,54465.0,2.0,116831,692.0,78.0
36134,c,913.0,1.0,103453,390.0,0.0
88311,j,2859.0,6.0,144157,6197.0,19.0
26180,j,972.0,4.0,100390,4664.0,7.0
18457,j,167.0,2.0,107803,662.0,0.0
